2024-11-13 18:00:22,DI-245,2,0,66.54294199999993
2024-11-13 18:00:22,DI-245,2,1,65.67941899999994
2024-11-13 18:00:22,DI-245,2,2,58.00365899999997
2024-11-13 18:00:22,DI-245,2,3,69.90108699999996
2024-11-13 18:00:48,DI-245,1,0,64.62400200000002
2024-11-13 18:00:48,DI-245,1,1,64.33616099999995
2024-11-13 18:00:48,DI-245,1,2,91.20132099999995
2024-11-13 18:00:48,DI-245,1,3,68.17404099999999
2024-11-13 18:00:56,DI-1100,0,0,6.143437697721872e-07
2024-11-13 18:01:23,DI-245,2,0,66.63888899999995
2024-11-13 18:01:23,DI-245,2,1,66.06320699999992
2024-11-13 18:01:23,DI-245,2,2,58.19555300000002
2024-11-13 18:01:23,DI-245,2,3,69.90108699999996
2024-11-13 18:01:48,DI-245,1,0,66.06320699999992
2024-11-13 18:01:48,DI-245,1,1,64.43210799999997
2024-11-13 18:01:48,DI-245,1,2,91.393215
2024-11-13 18:01:48,DI-245,1,3,68.26998800000001
2024-11-13 18:01:56,DI-1100,0,0,5.873273273912039e-07
2024-11-13 18:02:23,DI-245,2,0,66.63888899999995
2024-11-13 18:02:23,DI-245,2,1,65.96726000000001
2024-11-13 18:02:23,DI-245,2,2,57.90771199999995
2024-11-13 18:02:23,DI-245,2,3,70.09298100000001
2024-11-13 18:02:49,DI-245,1,0,64.91184299999998
2024-11-13 18:02:49,DI-245,1,1,64.43210799999997
2024-11-13 18:02:49,DI-245,1,2,88.13101699999999
2024-11-13 18:02:49,DI-245,1,3,68.17404099999999
2024-11-13 18:02:56,DI-1100,0,0,5.471652269047618e-07
2024-11-13 18:03:23,DI-245,2,0,66.35104799999999
2024-11-13 18:03:23,DI-245,2,1,65.487525
2024-11-13 18:03:23,DI-245,2,2,58.00365899999997
2024-11-13 18:03:23,DI-245,2,3,70.18892800000003
2024-11-13 18:03:49,DI-245,1,0,65.39157799999998
2024-11-13 18:03:49,DI-245,1,1,64.43210799999997
2024-11-13 18:03:49,DI-245,1,2,88.99453999999997
2024-11-13 18:03:49,DI-245,1,3,68.26998800000001
2024-11-13 18:03:57,DI-1100,0,0,4.844192067509206e-07
2024-11-13 18:04:24,DI-245,2,0,66.54294199999993
2024-11-13 18:04:24,DI-245,2,1,65.77536599999996
2024-11-13 18:04:24,DI-245,2,2,58.00365899999997
2024-11-13 18:04:24,DI-245,2,3,70.18892800000003
2024-11-13 18:04:50,DI-245,1,0,65.487525
2024-11-13 18:04:50,DI-245,1,1,64.43210799999997
2024-11-13 18:04:50,DI-245,1,2,90.81753299999997
2024-11-13 18:04:50,DI-245,1,3,68.46188199999995
2024-11-13 18:04:57,DI-1100,0,0,4.342054922212346e-07
2024-11-13 18:05:24,DI-245,2,0,66.35104799999999
2024-11-13 18:05:24,DI-245,2,1,65.487525
2024-11-13 18:05:24,DI-245,2,2,57.90771199999995
2024-11-13 18:05:24,DI-245,2,3,70.09298100000001
2024-11-13 18:05:50,DI-245,1,0,65.39157799999998
2024-11-13 18:05:50,DI-245,1,1,64.43210799999997
2024-11-13 18:05:50,DI-245,1,2,90.81753299999997
2024-11-13 18:05:50,DI-245,1,3,68.55782899999997
2024-11-13 18:05:57,DI-1100,0,0,3.98495275730018e-07
2024-11-13 18:06:24,DI-245,2,0,66.54294199999993
2024-11-13 18:06:24,DI-245,2,1,65.77536599999996
2024-11-13 18:06:24,DI-245,2,2,57.90771199999995
2024-11-13 18:06:24,DI-245,2,3,70.18892800000003
2024-11-13 18:06:50,DI-245,1,0,65.487525
2024-11-13 18:06:50,DI-245,1,1,64.43210799999997
2024-11-13 18:06:50,DI-245,1,2,88.61075199999999
2024-11-13 18:06:50,DI-245,1,3,68.46188199999995
2024-11-13 18:06:57,DI-1100,0,0,3.80971008071462e-07
2024-11-13 18:07:24,DI-245,2,0,66.35104799999999
2024-11-13 18:07:24,DI-245,2,1,65.39157799999998
2024-11-13 18:07:24,DI-245,2,2,57.71581800000001
2024-11-13 18:07:24,DI-245,2,3,70.18892800000003
2024-11-13 18:07:50,DI-245,1,0,65.19968399999993
2024-11-13 18:07:50,DI-245,1,1,64.81589599999995
2024-11-13 18:07:50,DI-245,1,2,85.34855399999998
2024-11-13 18:07:50,DI-245,1,3,68.55782899999997
2024-11-13 18:07:57,DI-1100,0,0,3.6367180779745824e-07
2024-11-13 18:08:25,DI-245,2,0,66.35104799999999
2024-11-13 18:08:25,DI-245,2,1,65.77536599999996
2024-11-13 18:08:25,DI-245,2,2,57.90771199999995
2024-11-13 18:08:25,DI-245,2,3,70.18892800000003
2024-11-13 18:08:51,DI-245,1,0,65.96726000000001
2024-11-13 18:08:51,DI-245,1,1,64.62400200000002
2024-11-13 18:08:51,DI-245,1,2,82.08635599999997
2024-11-13 18:08:51,DI-245,1,3,68.55782899999997
2024-11-13 18:08:57,DI-1100,0,0,3.4456577319724384e-07
2024-11-13 18:09:25,DI-245,2,0,66.35104799999999
