Timestamp,Device Type,Channel,Type,Value
2024-11-03 17:22:50,DI-1100,0,CH-2,0.0439453125
2024-11-03 17:22:50,DI-1100,0,CH-3,0.0390625
2024-11-03 17:22:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:22:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:22:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:22:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:23:50,DI-245,2,K,24.32626199999993
2024-11-03 17:23:50,DI-245,2,K,-199.99782400000004
2024-11-03 17:23:50,DI-245,2,K,-199.99782400000004
2024-11-03 17:23:50,DI-245,2,K,-199.99782400000004
2024-11-03 17:23:50,DI-1100,0,CH-0,-0.0048828125
2024-11-03 17:23:50,DI-1100,0,CH-1,0.009765625
2024-11-03 17:23:50,DI-1100,0,CH-2,0.01953125
2024-11-03 17:23:50,DI-1100,0,CH-3,0.01953125
2024-11-03 17:23:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:23:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:23:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:23:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:24:50,DI-245,2,K,25.66951999999992
2024-11-03 17:24:50,DI-245,2,K,-199.99782400000004
2024-11-03 17:24:50,DI-245,2,K,-199.99782400000004
2024-11-03 17:24:50,DI-245,2,K,-199.99782400000004
2024-11-03 17:24:51,DI-1100,0,CH-0,0.0341796875
2024-11-03 17:24:51,DI-1100,0,CH-1,0.0244140625
2024-11-03 17:24:51,DI-1100,0,CH-2,0.0390625
2024-11-03 17:24:51,DI-1100,0,CH-3,0.0
2024-11-03 17:24:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:24:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:24:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:24:51,DI-245,1,K,-199.99782400000004
2024-11-03 17:25:50,DI-245,2,K,25.861413999999968
2024-11-03 17:25:50,DI-245,2,K,-199.99782400000004
2024-11-03 17:25:50,DI-245,2,K,-199.99782400000004
2024-11-03 17:25:50,DI-245,2,K,-199.99782400000004
2024-11-03 17:25:52,DI-245,1,K,-199.99782400000004
2024-11-03 17:25:52,DI-245,1,K,-199.99782400000004
2024-11-03 17:25:52,DI-245,1,K,-199.99782400000004
2024-11-03 17:25:52,DI-245,1,K,-199.99782400000004
2024-11-03 17:26:51,DI-245,2,K,25.28573199999994
2024-11-03 17:26:51,DI-245,2,K,-199.99782400000004
2024-11-03 17:26:51,DI-245,2,K,-199.99782400000004
2024-11-03 17:26:51,DI-245,2,K,-199.99782400000004
2024-11-03 17:26:52,DI-245,1,K,-199.99782400000004
2024-11-03 17:26:52,DI-245,1,K,-199.99782400000004
2024-11-03 17:26:52,DI-245,1,K,-199.99782400000004
2024-11-03 17:26:52,DI-245,1,K,-199.99782400000004
2024-11-03 17:27:51,DI-245,2,K,25.28573199999994
2024-11-03 17:27:51,DI-245,2,K,-199.99782400000004
2024-11-03 17:27:51,DI-245,2,K,-199.99782400000004
2024-11-03 17:27:51,DI-245,2,K,-199.99782400000004
2024-11-03 17:27:53,DI-245,1,K,-199.99782400000004
2024-11-03 17:27:53,DI-245,1,K,-199.99782400000004
2024-11-03 17:27:53,DI-245,1,K,-199.99782400000004
2024-11-03 17:27:53,DI-245,1,K,-199.99782400000004
2024-11-03 17:28:52,DI-245,2,K,25.28573199999994
2024-11-03 17:28:52,DI-245,2,K,-199.99782400000004
2024-11-03 17:28:52,DI-245,2,K,-199.99782400000004
